time,voltage,current,frequency,power
587,104.37562499999999,0.007,786.42,0.7306293749999999
588,50.056875000000005,0.003,60.0,0.15017062500000003
589,122.878125,0.003,786.42,0.368634375
590,122.878125,0.003,786.42,0.368634375
591,122.878125,0.003,786.42,0.368634375
592,122.878125,0.003,786.42,0.368634375
593,86.203125,0.003,60.0,0.25860937500000003
594,107.788125,0.003,786.24,0.323364375
595,122.878125,0.003,786.24,0.368634375
596,122.878125,0.003,786.42,0.368634375
597,122.878125,0.003,786.42,0.368634375
598,106.449375,0.007,60.0,0.745145625
599,49.24125,0.003,60.0,0.14772375000000001
600,122.878125,0.003,786.42,0.368634375
601,49.65,0.003,60.0,0.14895
602,122.878125,0.003,786.42,0.368634375
603,49.65,0.003,786.42,0.14895
604,122.878125,0.003,786.42,0.368634375
605,122.878125,0.003,786.42,0.368634375
606,122.878125,0.003,786.42,0.368634375
607,122.878125,0.003,786.42,0.368634375
608,122.878125,0.003,786.42,0.368634375
609,0.001875,0.003,60.0,5.6249999999999995e-06
610,95.93249999999999,0.007,60.0,0.6715274999999999
611,122.878125,0.007,786.42,0.860146875
612,51.279375,0.003,60.0,0.15383812500000002
613,122.878125,0.003,786.42,0.368634375
614,122.878125,0.003,786.42,0.368634375
615,122.878125,0.003,786.42,0.368634375
616,52.90124999999999,0.003,60.0,0.15870374999999998
617,122.878125,0.003,786.42,0.368634375
618,50.87624999999999,0.003,60.0,0.15262874999999998
619,122.878125,0.003,786.42,0.368634375
620,122.878125,0.003,786.42,0.368634375
